transaction_amount,transaction_time,location_distance,cardholder_age,merchant_risk_score,device_trust_score,is_international,is_fraud
4432.24,18.6,2470.12,71.0,62.17,15.19,1,0
3327.74,15.89,552.62,21.0,98.95,15.16,0,0
3427.65,2.77,274.41,42.0,89.69,12.72,0,1
1320.27,7.04,508.32,18.0,92.48,43.98,1,1
2095.78,5.71,2350.59,63.0,21.33,0.3,0,0
1836.07,10.62,2741.49,27.0,54.23,54.24,1,0
2609.61,15.25,2776.35,71.0,23.48,29.83,0,0
2313.83,10.4,894.65,21.0,89.94,55.25,0,0
1637.86,5.87,2521.02,65.0,19.12,93.54,0,0
1530.88,16.7,1608.71,55.0,15.4,86.9,1,1
1258.01,14.03,2468.38,32.0,1.22,57.64,1,0
1828.41,12.46,1645.09,30.0,18.19,41.81,1,0
753.96,13.31,437.68,38.0,18.98,69.84,1,0
4361.16,5.33,237.66,65.0,7.75,92.31,1,0
3012.59,16.33,2871.66,67.0,86.77,48.95,1,1
673.26,9.3,1277.41,28.0,78.0,9.93,0,1
3470.83,8.72,1051.56,38.0,25.45,76.61,0,0
4239.09,3.59,1068.91,32.0,78.33,1.05,0,1
1191.49,14.32,1136.8,25.0,42.22,76.46,0,0
757.25,14.46,2834.99,55.0,77.55,8.49,1,0
48.04,8.17,188.11,38.0,32.3,10.66,0,1
241.02,20.64,357.18,31.0,56.47,78.17,1,0
3812.45,20.29,2368.95,67.0,38.16,68.95,1,0
4936.0,2.62,1648.23,61.0,18.77,56.19,0,0
229.18,16.68,385.61,62.0,58.56,82.06,1,0
3741.61,9.45,103.38,20.0,75.08,85.14,1,0
363.95,23.99,672.7,70.0,75.31,45.75,0,0
2962.7,5.4,782.43,51.0,35.63,99.63,1,1
3781.6,6.73,42.64,47.0,51.87,35.76,1,1
1799.23,10.61,648.27,19.0,76.38,17.15,0,0
59.62,6.45,2214.96,69.0,5.45,84.6,1,0
2977.97,16.61,2566.3,49.0,7.19,41.56,0,0
4956.27,11.54,2694.71,65.0,37.62,87.45,0,0
1291.8,5.3,1169.74,55.0,22.35,6.12,1,0
951.51,12.15,958.24,63.0,37.46,11.11,0,0
624.01,21.33,2999.58,57.0,9.38,4.03,1,1
2778.5,19.02,2308.02,70.0,59.2,60.2,0,1
2984.24,11.97,1612.06,31.0,67.17,83.19,0,0
3962.39,6.92,764.31,30.0,79.18,40.27,0,0
3766.6,4.32,963.92,59.0,65.05,9.07,1,0
4463.24,21.08,1546.09,47.0,39.64,37.35,1,1
4029.83,17.04,1626.25,52.0,93.49,34.8,1,0
1240.1,13.73,41.04,58.0,72.63,64.35,0,0
2781.61,21.11,2878.2,49.0,52.77,65.22,1,0
1490.57,2.92,1726.82,63.0,20.69,10.3,1,1
1652.28,16.38,1767.47,36.0,64.9,42.02,1,0
4660.06,5.2,634.41,67.0,59.17,64.25,1,0
3411.07,2.89,2294.96,24.0,68.33,25.89,0,0
4873.08,11.17,2211.79,54.0,78.11,40.71,1,1
2087.48,9.3,285.47,69.0,91.5,61.37,1,0
2689.5,22.59,1784.98,32.0,94.91,40.29,1,0
2438.14,7.78,1974.58,37.0,63.02,3.09,0,0
540.9,19.56,2506.7,35.0,96.6,22.26,0,0
1187.33,17.97,618.27,50.0,91.14,77.61,1,0
2640.54,16.03,2632.9,42.0,0.26,24.85,1,0
341.53,22.09,1384.44,24.0,63.76,81.77,0,0
4657.65,9.79,289.57,69.0,17.85,46.69,0,0
623.6,9.35,316.86,30.0,29.52,47.29,1,0
993.91,3.86,593.41,48.0,29.75,77.05,1,0
3827.78,6.62,848.25,52.0,48.31,38.33,1,0
489.19,21.11,1489.22,20.0,1.09,23.85,1,0
4501.89,11.39,2246.25,23.0,23.58,10.5,1,0
3629.88,8.19,560.18,73.0,2.91,67.19,0,1
347.76,5.19,2977.96,56.0,65.06,46.99,0,0
3460.78,11.64,484.57,20.0,88.93,80.94,0,1
3159.98,17.2,1798.13,63.0,99.78,45.77,1,0
3787.96,6.88,2786.82,47.0,44.86,41.48,1,0
4141.85,18.19,2497.52,22.0,26.01,29.89,1,0
3593.16,15.11,1943.67,57.0,85.31,19.94,1,0
2932.95,18.9,2146.48,46.0,11.32,83.04,1,1
1615.7,6.02,402.62,30.0,97.42,9.52,1,0
3487.88,15.14,28.99,68.0,71.48,90.21,1,0
4785.07,3.69,1302.45,35.0,50.39,2.69,0,1
2939.67,8.73,268.56,34.0,9.67,52.23,1,1
3323.4,17.38,1073.26,34.0,1.82,5.83,1,0
2188.45,15.16,671.23,62.0,54.45,77.96,1,0
3781.82,4.51,2749.04,58.0,41.39,21.15,1,1
4988.35,20.6,2640.17,69.0,84.27,56.59,1,1
806.14,1.28,2456.83,31.0,64.23,91.64,0,0
1016.01,14.29,2141.83,63.0,43.19,64.93,0,0
2699.49,23.61,462.22,51.0,22.6,17.83,1,1
2409.47,12.76,145.1,36.0,48.04,79.67,1,0
2859.99,19.22,1961.66,20.0,16.3,44.15,1,0
250.12,14.28,1926.77,65.0,66.7,1.32,0,0
2024.36,18.79,1108.27,32.0,60.57,48.68,1,0
2916.98,15.73,1418.06,54.0,81.01,81.25,1,1
2928.03,16.59,1467.45,49.0,44.95,43.0,0,0
3288.38,5.47,719.78,18.0,27.86,75.84,1,0
3602.48,17.8,942.5,75.0,83.64,70.55,0,0
3209.53,5.71,1255.17,64.0,69.1,45.69,0,0
3952.26,23.54,1809.54,46.0,70.67,32.33,1,1
3125.68,5.47,2867.46,57.0,52.81,72.65,0,1
2689.85,5.68,1615.45,45.0,87.6,36.89,1,1
3032.95,20.61,2193.49,60.0,22.78,17.01,1,0
510.46,5.83,2421.0,26.0,40.17,32.09,0,0
1369.42,8.66,340.52,43.0,79.62,87.68,0,0
2639.36,17.15,1959.37,37.0,13.3,28.34,1,0
4365.57,3.81,1446.33,44.0,80.81,23.5,1,1
3396.86,3.82,1717.29,44.0,35.26,13.34,0,1
456.59,11.67,115.25,26.0,12.55,5.52,1,1
2963.41,5.85,2718.65,74.0,7.91,97.67,1,0
1112.58,5.66,2858.35,19.0,84.3,53.68,1,0
3671.41,0.22,10.45,19.0,77.86,72.96,0,0
4138.07,8.89,638.37,39.0,28.8,77.3,1,0
2969.31,7.64,540.58,53.0,11.64,35.23,0,0
2958.86,0.75,2343.91,28.0,24.72,79.89,0,1
1696.26,14.91,1794.24,48.0,21.3,96.15,1,1
2234.02,15.04,532.0,59.0,73.31,74.18,1,0
4321.22,1.7,2441.91,23.0,21.56,71.17,0,0
3617.99,7.61,1060.42,74.0,21.61,43.22,0,0
2601.17,20.95,1382.57,37.0,3.23,84.13,1,0
1844.32,13.97,1161.92,55.0,59.69,8.88,0,1
256.65,9.89,1564.14,24.0,68.9,74.97,0,0
719.32,11.16,1440.43,58.0,65.35,36.2,0,0
969.16,5.0,823.75,66.0,56.86,56.6,0,0
1870.05,19.49,1273.67,24.0,96.61,89.3,1,0
4721.0,21.94,2725.01,25.0,47.27,60.5,1,0
2528.24,21.86,1508.68,34.0,86.01,2.56,0,0
1178.03,5.37,2749.16,19.0,64.6,72.26,1,1
533.22,7.46,1650.38,74.0,8.42,92.9,1,0
1694.84,3.85,2306.45,52.0,81.01,64.2,1,0
4079.57,7.37,880.77,53.0,58.44,86.14,1,0
1919.8,7.99,2371.24,73.0,65.35,82.53,1,1
3863.67,15.19,792.96,65.0,18.02,86.13,0,0
4014.51,4.55,58.65,64.0,43.75,34.41,0,0
558.55,22.07,482.19,37.0,88.06,47.42,0,0
3045.26,2.47,64.96,37.0,21.54,84.8,0,1
4795.68,0.17,2841.19,35.0,0.01,91.04,1,0
2013.68,20.52,2999.93,38.0,25.75,14.68,0,1
259.47,16.89,2286.69,39.0,48.75,18.15,0,0
4616.9,8.53,324.38,26.0,82.13,34.68,1,0
4418.91,14.29,2696.84,38.0,64.33,77.03,1,0
2613.1,5.37,2231.33,43.0,91.91,87.5,0,0
2763.5,4.04,996.73,36.0,45.56,58.02,1,0
1062.65,11.31,1506.83,27.0,39.08,11.33,0,0
4098.16,8.48,1985.28,39.0,23.14,30.37,0,1
2495.51,14.77,72.15,45.0,21.81,85.7,1,0
